time_index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,is_zero_vel
0,0.331804215908051,0.778443872928619,9.87296390533447,0.00894264110794468,0.0062325470051393,-0.00366471849963217,1
1,0.350847184658051,0.792355000972748,9.87424278259277,0.00725511868024297,0.00399115911128919,-0.00358626525891439,1
2,0.351788103580475,0.772550284862518,9.87397003173828,0.00872918770627753,0.00282844482560391,-0.00278519550561994,1
3,0.356759071350098,0.790663838386536,9.85338878631592,0.00804277874125563,0.00310113041491038,-0.00325211318344078,1
4,0.349213063716888,0.803366363048553,9.87504196166992,0.00639526458729719,0.00316438491206329,-0.00264706404979512,1
5,0.357266545295715,0.799654066562653,9.87695789337158,0.00586799770261028,0.00261141384151926,-0.00174720103292025,1
6,0.344921261072159,0.778894007205963,9.86426162719727,0.00577501592986369,0.0039285756058953,-0.0035811243697281,1
7,0.353476047515869,0.789233386516571,9.87823486328125,0.00618091548965404,0.00599607026375923,-0.00333593097726452,1
8,0.348372668027878,0.781018614768982,9.88150024414062,0.00577076995643042,0.00434431013636753,-0.00406570135430456,1
9,0.340265393257141,0.795545220375061,9.85283756256104,0.00621891286871486,0.00327055349339498,-0.00368617567175872,1
10,0.357245236635208,0.791089236736298,9.86795043945312,0.00610536805937176,0.00393684544928811,-0.00301675424151043,1
11,0.338513165712357,0.79786628484726,9.87405776977539,0.0070698271668061,0.00397149047029705,-0.00250826264250858,1
12,0.342371791601181,0.786297142505646,9.85074901580811,0.00619991495940743,0.00315767941573658,-0.0034020910247786,1
13,0.347271174192429,0.771405816078186,9.86203193664551,0.00700053764493685,0.00372428462270505,-0.00463811766199537,1
14,0.366017669439316,0.794751286506653,9.85890579223633,0.00677210864347586,0.00490175136441315,-0.00314572145833807,1
15,0.354777842760086,0.7789626121521,9.87870502471924,0.00777881058325563,0.00667778540735987,-0.00358581871129802,1
16,0.338105380535126,0.779108941555023,9.87125110626221,0.00655485295517424,0.00443684406112612,-0.00373668964786859,1
17,0.342879831790924,0.780113995075226,9.87251758575439,0.00656871075551836,0.00308481387189579,-0.00384285822920028,1
18,0.350064188241959,0.775389671325684,9.86447811126709,0.00823231778857171,0.00175625317988327,-0.00327580647461543,1
19,0.349509835243225,0.774398922920227,9.87145042419434,0.00870728320631163,0.00559352410231804,-0.00108806112097021,1
20,0.354012340307236,0.789608716964722,9.8690013885498,0.00870951724476512,0.00378508011711317,-0.00358648892283407,1
21,0.321229249238968,0.794475913047791,9.8721809387207,0.00638855935104481,0.00120886980621623,-0.00237817814637987,1
22,0.358636379241943,0.774223864078522,9.86366939544678,0.00617622166823278,0.000654334193550359,-0.00359140614810068,1
23,0.331847250461578,0.799579203128815,9.87600803375244,0.006756014203935,-0.00014707152700832,-0.00201161677883391,1
24,0.350672572851181,0.775139510631561,9.88860321044922,0.00479290037649131,-0.000897628133179821,-0.00465778708321047,1
25,0.346631050109863,0.780607402324677,9.87977695465088,0.00478038299921929,-0.00361509865905235,-0.00378876771097022,1
26,0.338973999023438,0.781980931758881,9.86463832855225,0.00467935556714821,-0.00465286959786953,-0.00401652806134112,1
27,0.348705232143402,0.771223425865173,9.86200332641602,0.00410559779608801,-0.00286521257325516,-0.00487057105356455,1
28,0.346033811569214,0.77130925655365,9.88686180114746,0.00515521512041819,-0.00357777227175056,-0.00451205651567755,1
29,0.33955705165863,0.7873415350914,9.86119174957275,0.00328016454008286,-0.00281045210356338,-0.00471947671314864,1
30,0.391319453716278,0.752967178821564,9.86550140380859,0.00219836171763718,0.00546612149263082,-0.00289963341019579,1
31,0.328131467103958,0.897077679634094,9.86983013153076,-0.00478809420296156,-0.0116673763549617,-0.00640185799158974,1
32,0.316726803779602,0.69647353887558,9.95608997344971,-0.00501406602219804,-0.00514616193315787,-0.00445617798646172,1
33,0.358878314495087,0.828271925449371,9.86514186859131,-0.00859094415841855,-0.0220211672275932,-0.00543270662318009,1
34,0.377006888389587,0.797295093536377,9.90636253356934,-0.00598076020838317,-0.023951873713522,-0.00318170716249344,1
35,0.368954449892044,0.732062458992004,9.88192176818848,-0.00982585143573964,-0.0226970691898769,-0.00504982780235941,1
36,0.347730040550232,0.774878740310669,9.8927173614502,-0.00987055613164744,-0.0237019859794885,-0.0071671677852431,1
37,0.359220892190933,0.752572476863861,9.9435510635376,-0.0142621389378098,-0.0210533578427016,-0.00723444381168662,1
38,0.356666684150696,0.755737900733948,9.87847137451172,-0.00688889345876234,-0.0372187082087798,-0.00827825003529447,1
39,0.381007015705109,0.763741374015808,9.89533805847168,-0.00033728106218942,-0.0452741130383753,-0.0064320318147998,1
40,0.396114259958267,0.788316190242767,9.87632656097412,0.0119600671214371,-0.0556191914211126,-0.00531513846402609,1
41,0.405302911996841,0.69490385055542,9.87360858917236,0.0144280965259111,-0.0573201232810217,-0.00698053324799089,1
42,0.475524574518204,0.778879940509796,9.75468635559082,0.011100659836182,-0.0416845006228956,-0.00664481786574848,1
43,0.47360971570015,0.784244656562805,9.84588050842285,0.00582374189498778,-0.026056249511443,-0.00811955632309612,1
44,0.37883460521698,0.770130038261414,9.89705371856689,-0.00795147392775794,-0.0300638346570377,-0.00959295279692571,1
45,0.441437214612961,0.816738605499268,9.87012100219727,-0.0030730800985656,-0.0411661704121713,-0.0104691244731834,1
46,0.469700962305069,0.730703771114349,9.83767986297607,0.0105702632170656,-0.0366246152262319,-0.00921879218763449,1
47,0.457263767719269,0.787617683410645,9.86226463317871,0.00442656228275355,-0.0272918272603744,-0.0087469570244727,1
48,0.436718136072159,0.846042931079865,9.83317470550537,-0.0138372409485634,-0.0303083565375936,-0.00787927989582483,1
49,0.456076383590698,0.736424148082733,9.93690490722656,-0.0219695143860133,-0.0321625408346692,-0.00929489721727,1
50,0.49005401134491,0.788389682769775,9.82146739959717,-0.0194422764606636,-0.0311583813814926,-0.00806457192941034,1
51,0.439014285802841,0.797670245170593,9.87086009979248,-0.0297448815852032,-0.0286031781841025,-0.00785625811655785,1
52,0.47778382897377,0.730039775371552,9.83246231079102,-0.0287162772260522,-0.0347151432888073,-0.00753864598794418,1
53,0.472157984972,0.730387210845947,9.87897491455078,-0.0176282434782101,-0.0409857953437781,-0.00816582250525244,1
54,0.512782692909241,0.754105925559998,9.82469177246094,-0.012708054404586,-0.039071411122499,-0.006941418589629,1
55,0.5568687915802,0.616309285163879,9.83016586303711,-0.00117254899629283,-0.0323313748448072,-0.0063873291994866,1
56,0.52350914478302,0.810011684894562,9.84611701965332,-0.00963385624649634,-0.0261811912978651,-0.0071461569006586,1
57,0.525306642055511,0.683090448379517,9.88459873199463,-0.00461129619683718,-0.014942514178487,-0.00844655557440367,1
58,0.546701848506927,0.68054187297821,9.85136795043945,0.000743068887547807,-0.00534933563704704,-0.00618482752765375,1
59,0.554010629653931,0.686256408691406,9.84052848815918,0.0209475242371008,-0.00178720982681219,-0.00383034163215123,1
60,0.493352234363556,0.75770902633667,9.89008617401123,0.0189014841506202,-0.00292734927095835,-0.00397048424273284,1
61,0.541755557060242,0.709336459636688,9.8464412689209,0.0259133105817168,0.00435928547608705,-0.00234889793855121,1
62,0.563178539276123,0.740167677402496,9.8458137512207,0.0246003971314429,0.00851550803994745,-0.0052787056921057,1
63,0.498257726430893,0.716260373592377,9.85695838928223,0.0264488473097965,0.0163353328644363,-0.00426641527522596,1
64,0.5436070561409,0.699844896793365,9.84911346435547,0.0276464334013023,0.0290979248550173,-0.00450333934444539,1
65,0.554077684879303,0.74052494764328,9.87388610839844,0.0287065504462896,0.0385420163096833,-0.00285381325550719,1
66,0.485682874917984,0.692047536373138,9.90840244293213,0.0355359898740132,0.0491751987880967,-0.00267388577502764,1
