time_index,pos_left_x,pos_left_y,pos_left_z,pos_right_x,pos_right_y,pos_right_z
0,0.00559473,-0.305050598,-0.07671904,0.018815277,0.016553087,-0.071940659
1,0.00556790799012059,-0.305068328716972,-0.0767943800009509,0.018882035010511,0.0166279284610777,-0.0721917076425159
2,0.00558042499956077,-0.305048035001283,-0.0767662510012434,0.0188449592067591,0.0165418737040833,-0.0720376859860387
3,0.00555241099999998,-0.305054504,-0.076759575,0.0188455559999999,0.0166556530000003,-0.07210421
4,0.00557732498964514,-0.305073760992029,-0.0767447889823643,0.0188097945832139,0.0164828763413346,-0.0720074174466392
5,0.00558268999948772,-0.305083037999935,-0.076776260001738,0.0188620059697617,0.0165415319007881,-0.0721273364491918
6,0.005576849,-0.305095306,-0.076783653,0.018864511,0.016543268,-0.072099678
7,0.00555121898960831,-0.305045381128689,-0.0767419280102503,0.0188261286895953,0.0165134755010447,-0.0719320799678337
8,0.0055774457234226,-0.305054778999681,-0.076732154797501,0.0190179362235904,0.0164487176808765,-0.0722856509518321
9,0.005564808,-0.305072632,-0.076732628,0.018806099,0.016495882,-0.071944473
10,0.00556814600318325,-0.305071350016392,-0.0766775591688227,0.0188534252960803,0.0163822131357719,-0.072081083321171
11,0.00555562899934131,-0.305055907998333,-0.0766982960011707,0.0188701119514201,0.0165998249190161,-0.0720748839926514
12,0.005571484,-0.305027283,-0.076714272,0.018905519,0.016521944,-0.072070595
13,0.00556933798734003,-0.30501828002753,-0.0767385940005104,0.0188961021814588,0.0165566727810861,-0.071997879228364
14,0.00557231899989012,-0.305054351999157,-0.0766835158962263,0.0189020593976452,0.0165979786522661,-0.0721266278996492
15,0.005553007,-0.305059052,-0.0766623,0.018880247,0.016577034,-0.072022911
16,0.00557148399052329,-0.30502267501002,-0.0767068790346156,0.018887400531533,0.0165729639541016,-0.0721204235223339
17,0.00557017299963413,-0.305042419001096,-0.0766673049988621,0.0188802441003427,0.0165074514154144,-0.0718960688719807
18,0.00560462400000003,-0.305037537,-0.076667778,0.018978355,0.0165047930000002,-0.0718691329999999
19,0.00556695399407241,-0.30498150601441,-0.0767369230081237,0.0189943303543281,0.016482749554976,-0.0716881762635013
20,0.00556921899948772,-0.305023040999991,-0.0767173689996136,0.0190335509156726,0.0165162074122033,-0.0717630314928565
21,0.005583882,-0.305013397,-0.076699013,0.019137978,0.016444204,-0.07191848
22,0.00558054398741309,-0.305022765984797,-0.0766532368443945,0.0190795665065257,0.0165726166815452,-0.0716838782507689
23,0.00554764163425855,-0.305026917000749,-0.0767188030013213,0.0191333261241423,0.0164776782937994,-0.071636670367053
24,0.005580544,-0.305073822,-0.076759575,0.019123075,0.016569405,-0.071823112
25,0.00558638498437624,-0.30500881999586,-0.0766541900287094,0.0191602691694424,0.0163920351322375,-0.0716571704056678
26,0.00556826499915868,-0.305021148999363,-0.0766956790008666,0.0191059067302271,0.0165079733189102,-0.0715703872841405
27,0.005512237,-0.305056793,-0.076772682,0.019110321,0.01652561,-0.071794746
28,0.00550520399454817,-0.305004333024317,-0.0767028270190498,0.0191193803896685,0.0165691198491438,-0.0717248825896507
29,0.00553321799996347,-0.305063994998792,-0.0767643429994871,0.0191233122830797,0.0165086136561061,-0.0716855471526553
30,0.005511641,-0.305027771,-0.076767677,0.019108652,0.016572176,-0.071763031
