time_index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,is_zero_vel
0,-0.290582060813904,1.48906445503235,9.68284034729004,-0.0111515095682457,0.0103150127504464,-0.00152905237942304,1
1,-0.291632622480392,1.48586940765381,9.69003009796143,-0.0112587954288785,0.0108380315811055,-0.00204939023390073,1
2,-0.283811390399933,1.49667131900787,9.68486976623535,-0.00999080617724293,0.00820214292506435,-0.000741392513466129,1
3,-0.283135443925858,1.49036645889282,9.69332695007324,-0.0106942011165925,0.00456726405313435,0.000215242989353519,1
4,-0.274702787399292,1.50134551525116,9.65872478485107,-0.00929020443614604,0.00491996697015037,-0.000314147483471899,1
5,-0.257190108299255,1.48101115226746,9.6363697052002,-0.0110980892615517,0.00776562221422459,-0.000878182505921552,1
6,-0.28180393576622,1.48901224136353,9.68251132965088,-0.0133569127982378,0.0130081208789242,-0.00192288214985505,1
7,-0.282104641199112,1.49293780326843,9.67337322235107,-0.0117822615873769,0.0107081702287478,-0.00215086525388548,1
8,-0.296224415302277,1.49643528461456,9.68578910827637,-0.0113423895587826,0.00811787988399586,-0.00130106901531829,1
9,-0.275984615087509,1.49136245250702,9.68436050415039,-0.0124020634371197,0.00862748824215013,-0.00115332690291707,1
10,-0.279988408088684,1.47713434696198,9.69253635406494,-0.0123151164290151,0.00778462116382932,-0.0010098315441721,1
11,-0.273755729198456,1.48962771892548,9.67423248291016,-0.0117885210562359,0.00906713972771668,-0.00125189611246633,1
12,-0.266743928194046,1.46308755874634,9.64948463439941,-0.0123815019609691,0.00954433866376145,-0.00170987425550697,1
13,-0.277371287345886,1.49438989162445,9.68703269958496,-0.0116800045238963,0.0113173548042385,-0.00271020645491387,1
14,-0.290653854608536,1.47864627838135,9.68376541137695,-0.0118229413730278,0.0104855518078605,-0.00119624137720734,1
15,-0.267762571573257,1.48411989212036,9.64246273040771,-0.0129016142009697,0.0107678479237062,-0.00367544708569545,1
16,-0.239144861698151,1.47770464420319,9.63216114044189,-0.0165837673031405,0.0165876788209916,-0.00588442555743606,1
17,-0.198047921061516,1.41670966148376,9.5680456161499,-0.0132355444330439,0.035010065492993,-0.0117129736259536,1
18,-0.265251994132996,1.5388993024826,9.55483150482178,-0.0169257452751338,0.0402758090807306,-0.0158555643940585,1
19,-0.235987469553947,1.52754378318787,9.66217803955078,-0.0344965456169877,0.0504914661568683,-0.015800133192682,1
20,-0.410059928894043,1.45783066749573,9.8289270401001,-0.0260864202137611,0.0430113831853247,-0.0120627704724598,1
21,-0.293383359909058,1.46166443824768,9.6813907623291,-0.0199293082867956,0.0273820147945711,-0.00724248999115976,1
22,-0.409613728523254,1.45952391624451,9.75989437103271,-0.0158714320487878,0.0210876647670878,-0.006036190889611,1
23,-0.345777243375778,1.48582983016968,9.72992706298828,-0.0147082725158577,0.0165233093852065,-0.00383436524203644,1
24,-0.309700727462769,1.43359923362732,9.71420669555664,-0.0168177863421474,0.00662291232548528,-0.00206593031079783,1
25,-0.275371164083481,1.45022666454315,9.64595508575439,-0.0122590173567715,0.00808792920455683,-0.000554312208820518,1
26,-0.304949313402176,1.46299493312836,9.67729759216309,-0.0108283100028294,0.0104459903418079,-0.00140097942816261,1
27,-0.34959214925766,1.47634065151215,9.71094036102295,-0.00912938695700808,0.010000752459736,-0.000748768481403213,1
